,HorseName,HorseOrigin,Age,YearOfBirth,Color,Sex,H_SeasonalStake,H_TotalStake,H_1st,H_2nd,H_3rd,H_Total,Trainer,CurrentRating,StartofTheSeasonRating
1201,麗冠花環,日本,5,2017,棗,雌,$0,"$600,000",0,0,0,2,高野友和,,
1202,黃腳鱲,澳洲,4,2018,棗,閹,"$610,200","$1,021,000",0,2,4,8,呂健威,52,53
1203,黑桃火箭,澳洲,5,2017,棗,閹,"$258,750","$601,700",0,0,1,11,方嘉柏,72,73
1204,鼓浪精綵,紐西蘭,5,2017,棕,閹,"$951,750","$1,123,350",1,1,1,14,文家良,46,38
1205,鼓浪順風,紐西蘭,7,2015,棕,閹,"$140,400","$3,041,700",2,2,4,36,姚本輝,47,53
1206,鼓浪飛凡,紐西蘭,3,2019,棗,閹,"$615,600","$615,600",1,0,0,3,文家良,62,52
1207,齊叫好,日本,4,2018,棗,雌,"$792,000","$792,000",0,0,0,1,武英智,,
1208,齊喜,愛爾蘭,4,2018,灰,閹,"$28,350","$28,350",0,0,0,13,高伯新,30,39
1209,齊天大聖,紐西蘭,5,2017,棗,閹,"$1,664,625","$2,024,925",1,1,2,12,伍鵬志,71,60
1210,齊心勇士,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,呂健威,52,52
1211,齊心同行,澳洲,5,2017,棗,閹,"$1,296,975","$3,166,575",3,3,2,25,伍鵬志,66,61
1212,齊齊友福,澳洲,6,2016,棗,閹,"$739,200","$7,106,300",5,3,3,24,鄭俊偉,88,86
1213,龍之威,澳洲,4,2018,棗,閹,$0,$0,0,0,0,0,鄭俊偉,52,52
1214,龍之心,澳洲,4,2018,棕,閹,$0,$0,0,0,0,0,呂健威,52,52
1215,龍來了,日本,4,2018,棗,閹,"$37,800","$1,684,150",2,0,3,14,韋達,59,59
1216,龍城強將,澳洲,3,2019,棗,閹,$0,$0,0,0,0,0,韋達,52,52
1217,龍戰士,英國,8,2014,棗,閹,"$842,400","$3,116,100",4,1,4,37,伍鵬志,56,49
1218,龍東傳承,澳洲,5,2017,栗,閹,"$64,800","$813,600",1,0,1,12,文家良,45,48
1219,龍的風采,澳洲,4,2018,棗,閹,$0,$0,0,0,0,1,韋達,52,52
1220,龍船快,英國,4,2018,棗,閹,$0,$0,0,0,0,7,呂健威,40,46
1221,龍船狀元,愛爾蘭,4,2018,栗,閹,"$399,000","$1,623,600",1,0,2,10,告東尼,79,77
1222,龍騰飛翔,紐西蘭,5,2017,棗,閹,"$862,500","$2,867,450",2,3,4,19,葉楚航,66,64
1223,龍鼓飛揚,愛爾蘭,7,2015,灰,閹,$0,"$12,650,250",4,4,3,24,伍鵬志,118,118
