,HorseName,HorseOrigin,Age,YearOfBirth,Color,Sex,H_SeasonalStake,H_TotalStake,H_1st,H_2nd,H_3rd,H_Total,H_Trainer,CurrentRating,StartofTheSeasonRating
723,電子群星,紐西蘭,7,2015,棗,閹,Not Available,"$6,749,310",6,2,4,36,Not Available,84,NotAvailable
724,電子赤兔,紐西蘭,7,2015,栗,閹,Not Available,$0,0,0,0,2,Not Available,49,NotAvailable
725,電玩福星,愛爾蘭,7,2015,灰,閹,Not Available,$0,0,0,0,2,Not Available,47,NotAvailable
726,電訊火箭,紐西蘭,7,2015,棗,閹,Not Available,"$3,701,608",2,6,8,44,Not Available,53,NotAvailable
727,電訊琪峯,澳洲,7,2015,棗,閹,Not Available,"$105,000",0,0,0,6,Not Available,61,NotAvailable
728,電訊精英,紐西蘭,7,2015,棗,閹,Not Available,"$27,300",0,0,0,14,Not Available,32,NotAvailable
729,電訊超班,澳洲,7,2015,棗,閹,Not Available,"$1,524,950",1,3,0,17,Not Available,63,NotAvailable
730,電訊驫馬,紐西蘭,7,2015,棕,閹,Not Available,"$1,439,550",1,1,1,31,Not Available,46,NotAvailable
731,電路一號,英國,7,2015,灰,閹,Not Available,"$944,845",0,3,1,25,Not Available,29,NotAvailable
732,電路六號,澳洲,7,2015,棗,閹,Not Available,"$90,000",0,0,0,6,Not Available,68,NotAvailable
733,霸勝,紐西蘭,7,2015,棗,閹,Not Available,"$5,428,320",5,5,4,44,Not Available,51,NotAvailable
734,靈光八號,愛爾蘭,7,2015,栗,閹,Not Available,"$102,000",0,0,0,19,Not Available,5,NotAvailable
735,青年聯動,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,4,Not Available,40,NotAvailable
736,青心星,紐西蘭,7,2015,棕,閹,Not Available,"$2,219,580",1,3,3,16,Not Available,56,NotAvailable
737,青蛙王子,澳洲,7,2015,棗,閹,Not Available,"$142,500",0,0,0,10,Not Available,63,NotAvailable
738,靚籐王,紐西蘭,7,2015,棗,閹,Not Available,"$751,125",1,0,1,25,Not Available,14,NotAvailable
739,靚紫荊,澳洲,7,2015,棕,閹,Not Available,"$4,189,760",4,3,3,48,Not Available,42,NotAvailable
740,非凡才子,紐西蘭,7,2015,棗,閹,Not Available,"$9,076,500",4,5,3,34,Not Available,95,NotAvailable
741,鞍歌,澳洲,7,2015,棗,閹,Not Available,"$7,954,850",5,7,7,40,Not Available,87,NotAvailable
742,頌聖,紐西蘭,7,2015,栗,閹,Not Available,"$115,000",0,0,1,14,Not Available,19,NotAvailable
743,頌讚火星,日本,7,2015,栗,雄,Not Available,"$16,750,000",1,0,1,2,Not Available,,NotAvailable
744,顏色大師,澳洲,7,2015,棗,閹,Not Available,"$197,450",0,0,0,5,Not Available,64,NotAvailable
745,風雨駒,澳洲,7,2015,棗,閹,Not Available,"$2,375,000",1,2,1,22,Not Available,64,NotAvailable
746,飈驥,澳洲,7,2015,栗,閹,Not Available,"$4,541,600",3,3,2,29,Not Available,85,NotAvailable
747,飛帥,紐西蘭,7,2015,棗,閹,Not Available,"$217,500",0,1,0,16,Not Available,21,NotAvailable
748,飛虎凱旋,南非,7,2015,棗,閹,Not Available,$0,0,0,0,5,Not Available,54,NotAvailable
749,飛雲騅,澳洲,7,2015,棗,閹,Not Available,"$4,607,125",5,2,5,33,Not Available,71,NotAvailable
750,飛馬輝煌,澳洲,7,2015,棗,閹,Not Available,"$1,485,000",1,3,1,15,Not Available,55,NotAvailable
751,餘皇,英國,7,2015,栗,閹,Not Available,"$880,255",1,0,2,29,Not Available,34,NotAvailable
752,首飾傳奇,澳洲,7,2015,棕,閹,Not Available,"$2,031,450",2,3,2,34,Not Available,31,NotAvailable
753,首飾大聖,紐西蘭,7,2015,棗,閹,Not Available,"$2,729,335",2,4,4,25,Not Available,57,NotAvailable
754,香江穩勝,澳洲,7,2015,灰,閹,Not Available,"$5,397,788",2,11,5,56,Not Available,21,NotAvailable
755,香音,英國,7,2015,棗,閹,Not Available,"$2,462,000",2,0,4,18,Not Available,70,NotAvailable
756,馬上喝采,南非,7,2015,棗,閹,Not Available,$0,0,0,0,9,Not Available,28,NotAvailable
757,馬上精彩,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,3,Not Available,44,NotAvailable
758,馬克羅斯,英國,7,2015,栗,閹,Not Available,"$39,640,050",7,3,4,44,Not Available,99,NotAvailable
759,馬力佳,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,3,Not Available,47,NotAvailable
760,馬功臣,澳洲,7,2015,栗,閹,Not Available,"$5,158,975",4,3,8,57,Not Available,36,NotAvailable
761,馬友冠,南非,7,2015,棗,閹,Not Available,"$2,823,000",1,3,3,26,Not Available,78,NotAvailable
762,馬友皇,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,8,Not Available,37,NotAvailable
763,馬驕雄,愛爾蘭,7,2015,棗,閹,Not Available,"$125,575",0,0,0,17,Not Available,22,NotAvailable
764,馭風行,澳洲,7,2015,灰,閹,Not Available,"$137,750",0,0,0,14,Not Available,51,NotAvailable
765,駿嶺峯,澳洲,7,2015,栗,閹,Not Available,$0,0,0,0,3,Not Available,45,NotAvailable
766,駿皇綵,澳洲,7,2015,棗,閹,Not Available,"$7,803,550",5,1,5,50,Not Available,67,NotAvailable
767,騰駿,紐西蘭,7,2015,深棗,閹,Not Available,$0,0,0,0,8,Not Available,35,NotAvailable
768,驍鎰,澳洲,7,2015,棕,閹,Not Available,"$149,700",0,0,1,13,Not Available,26,NotAvailable
769,驫驫,紐西蘭,7,2015,棗,閹,Not Available,"$2,552,450",3,2,3,31,Not Available,35,NotAvailable
770,高友之星,澳洲,7,2015,栗,閹,Not Available,"$954,900",1,0,1,16,Not Available,60,NotAvailable
771,高富帥,澳洲,7,2015,棕,閹,Not Available,$0,0,0,0,1,Not Available,52,NotAvailable
772,高能量,紐西蘭,7,2015,棗,閹,Not Available,$0,0,0,0,9,Not Available,27,NotAvailable
773,高陞高聲,愛爾蘭,7,2015,棗,閹,Not Available,$0,0,0,0,1,Not Available,50,NotAvailable
774,鬍鬚漢,愛爾蘭,7,2015,棗,雄,Not Available,$0,0,0,0,1,Not Available,,NotAvailable
775,魅力星光,愛爾蘭,7,2015,栗,閹,Not Available,"$2,506,510",2,4,1,31,Not Available,49,NotAvailable
776,鱷臨天下,紐西蘭,7,2015,栗,閹,Not Available,"$2,755,250",4,2,1,29,Not Available,60,NotAvailable
777,鵰神,紐西蘭,7,2015,棗,閹,Not Available,"$2,579,540",2,3,5,24,Not Available,45,NotAvailable
778,麗冠花環,日本,7,2015,棗,雌,Not Available,"$600,000",0,0,0,1,Not Available,,NotAvailable
779,黃色潛艇,愛爾蘭,7,2015,棗,閹,Not Available,$0,0,0,0,4,Not Available,42,NotAvailable
780,黃金元帥,紐西蘭,7,2015,棗,閹,Not Available,"$323,625",0,1,1,20,Not Available,16,NotAvailable
781,鼓浪威風,澳洲,7,2015,棕,閹,Not Available,"$590,500",1,0,1,17,Not Available,32,NotAvailable
782,鼓浪陽光,澳洲,7,2015,栗,閹,Not Available,"$115,000",0,0,1,14,Not Available,21,NotAvailable
783,齊齊出擊,澳洲,7,2015,灰,閹,Not Available,$0,0,0,0,7,Not Available,28,NotAvailable
784,龍之英,愛爾蘭,7,2015,棕,閹,Not Available,$0,0,0,0,16,Not Available,18,NotAvailable
785,龍城猛將,澳洲,7,2015,棗,閹,Not Available,"$3,950,370",4,4,6,38,Not Available,38,NotAvailable
786,龍城皇將,澳洲,7,2015,棗,閹,Not Available,$0,0,0,0,8,Not Available,27,NotAvailable
787,龍船,愛爾蘭,7,2015,棗,閹,Not Available,"$7,053,753",4,7,4,83,Not Available,15,NotAvailable
788,龍鑽輝煌,澳洲,7,2015,栗,閹,Not Available,"$848,020",1,1,0,14,Not Available,47,NotAvailable
789,龍鳳情祥,澳洲,7,2015,棗,閹,Not Available,"$2,192,590",2,4,1,37,Not Available,26,NotAvailable
